Дата,Ценовой индекс,Цена открытия,Цена закрытия,Наивысшая цена за день,Наименьшая цена за день,Объем торгов,Изменение цены,Процентное изменение,Изменение объема торгов,Скользящее среднее,RSI,MACD
2023-01-16,1694.7859233985346,196.12429689673831,192.46393767368977,196.12429689673831,142.45738650015937,8396,-3.6603592230485447,-1.866346638823524,-4.248150095084913,161.4327860935976,58.195083093539566,-4.746726727459258
2023-01-17,1322.8412151733924,154.6295202464297,158.91918431209666,158.91918431209666,112.39698591268788,8198,4.289664065666955,2.774155968944746,2.662309547253658,164.8650741987638,68.52914060888611,8.923204128515394
2023-01-18,1584.2188768885921,193.8173759284564,120.16114757500453,193.8173759284564,120.16114757500453,4407,-73.65622835345188,-38.00290247487435,2.8537248150637797,217.188353274447,48.92896263711481,3.1088374686651434
2023-01-19,1036.3992504563205,185.91746101389148,110.37029420184741,185.91746101389148,110.37029420184741,8243,-75.54716681204407,-40.6347883625623,4.105305327487368,170.25072833247816,48.58400362214235,-7.641236412579819
2023-01-20,1990.6746726303516,160.68255744248242,110.51171796190346,192.9655423076757,102.43745166062823,2055,-50.17083948057896,-31.223575401790583,4.008428030418438,230.03713121727338,67.5254801128403,6.569586794885602
2023-01-21,1008.125541812648,128.81814032254388,152.92696942863608,171.4104711142466,104.49907436396724,4565,24.1088291060922,18.715399124476434,0.07820216308704087,210.83569333556648,58.03744283758154,9.372592217761927
2023-01-22,1855.0684907150658,148.58627970082867,175.6556850048309,175.6556850048309,148.58627970082867,4757,27.06940530400223,18.217970971818648,0.06980919196582924,227.90585256341672,48.468537380526776,6.058679985984121
2023-01-23,1128.3144331817207,175.92739624155584,121.20586954379128,175.92739624155584,121.20586954379128,2166,-54.72152669776456,-31.104607847790554,-0.3590713255678404,224.98305990780693,55.93886997417746,2.4965360825382206
2023-01-24,1639.8479059966849,166.6081058276481,119.55538731702968,168.61368970647828,119.55538731702968,6439,-47.05271851061842,-28.241554201026254,-0.6589726558692206,170.59196090667018,31.811052444970148,-8.93338899025027
2023-01-25,1724.0887975247365,120.62170360755597,174.05794201537262,192.36989656118294,120.62170360755597,9273,53.436238407816646,44.30068288678133,-3.1578187631232355,224.85152187239544,36.000259618087156,7.989717101019586
2023-01-26,1534.5826783061789,140.6623035259782,161.95533242246157,161.95533242246157,140.6623035259782,2710,21.293028896483378,15.137693868742083,4.96771561413806,191.60996824722136,37.69437308301823,-0.9953170605434707
2023-01-27,1539.8089984142314,108.8866075598372,117.32555396582073,181.2493555859752,108.8866075598372,1120,8.438946405983529,7.750215196433609,3.7689029357325783,200.15463202977915,64.10114416813676,1.0307195141171643
2023-01-28,1496.791357268261,196.1402367341081,115.47714174776,196.1402367341081,115.47714174776,3843,-80.6630949863481,-41.125215473098834,-4.742586685176935,226.14348081488413,60.51695005458887,4.768469654609202
2023-01-29,1213.7458983301558,130.07433102319575,199.4209697091983,199.4209697091983,130.07433102319575,8052,69.34663868600254,53.313085018777585,2.827005931874794,229.74878072588095,58.89897619527287,-3.244533211044061
2023-01-30,1621.8066909919744,199.43307041759215,189.95546248268735,199.43307041759215,146.59188907416427,3641,-9.477607934904796,-4.752274993841126,4.294838686719121,183.76037685681277,54.487330123243865,-5.509192052626865
2023-01-31,1882.5783271296505,118.65237548811326,169.01034565663718,169.01034565663718,118.4507770358004,1638,50.35797016852392,42.44160301162183,1.276173481685845,150.8420556291319,49.481977235569445,4.33703138600616
2023-02-01,1704.8288588786968,147.59529712603154,194.50460530496315,194.50460530496315,147.59529712603154,7084,46.90930817893161,31.78238676458355,-3.4379270039133547,174.17919625253091,61.824770426106454,-2.7481625806914645
2023-02-02,1906.3567719199377,153.83012417128379,106.62798743557548,153.83012417128379,106.62798743557548,8243,-47.20213673570831,-30.684585993800923,-4.045466383917798,159.94613283347397,39.29001892102224,-6.5599034286876945
2023-02-03,1216.1369668307323,124.2493378447999,191.67907335873593,191.67907335873593,124.2493378447999,4732,67.42973551393604,54.26969405516081,3.456224904740001,157.96908409960392,58.52864034226435,-0.06238636850942214
2023-02-04,1829.2111184043865,196.2752017134364,195.31275345020947,196.2752017134364,173.81848208187643,2860,-0.9624482632269178,-0.49035652737838026,2.530621846843597,167.93562406181917,41.863785389001016,-4.0945243155328015
2023-02-05,1889.1927326766506,164.64843618343306,128.9882939002772,176.92946650947988,116.0281170175401,9542,-35.660142283155864,-21.65835467968082,-2.248513241822062,196.52637100375847,59.822627630150656,3.510881844937588
2023-02-06,1758.5496445992935,156.20360893790163,169.21595199555838,185.97941672536518,156.20360893790163,3902,13.01234305765675,8.330372867908434,-0.6048346166560119,150.17715083883516,34.592574255040795,0.2986332320518237
2023-02-07,1062.1357744065645,161.36010706525758,135.92764170589965,161.36010706525758,135.92764170589965,6827,-25.432465359357934,-15.761309174808916,-0.5867295414686868,211.19528366808612,37.868106020649165,5.964145374602756
2023-02-08,1085.655371918041,183.80519301904422,122.39129171924452,183.80519301904422,109.58424434081832,3048,-61.413901299799704,-33.412495202698956,2.7482414014382828,209.42070048328014,46.425950372708144,-6.067395566100404
2023-02-09,1980.4543073874079,100.35347985384132,108.7967536576341,148.4678528474999,100.35347985384132,7857,8.443273803792778,8.413533657318,4.932467861097306,166.25459489260888,37.27468570630788,-6.486446772486794
2023-02-10,1322.8529869049457,198.55228601193463,171.34247485763348,198.55228601193463,171.34247485763348,8783,-27.20981115430115,-13.704103690181446,-2.757053701895834,172.52182293035008,60.375962408063664,-6.558652289421403
2023-02-11,1366.912352866086,174.56540120896102,175.13442418295148,175.13442418295148,116.12139833215045,8690,0.5690229739904566,0.32596549490887705,-3.7508228980602567,166.18162792819084,43.586740724815094,-9.67823651111869
2023-02-12,1001.196996296683,178.72414069120862,109.76819483141273,196.80007223477946,109.76819483141273,5401,-68.95594585979589,-38.582334536963764,1.267626498647613,201.49267866563937,61.94784433578626,4.889445719270496
2023-02-13,1792.2403200005679,183.19004343194877,128.17399679470878,183.19004343194877,128.17399679470878,5788,-55.01604663723998,-30.032225336349832,2.8648050686794955,192.52964648089065,37.140299234789865,-5.467346698738527
2023-02-14,1165.220644037706,113.59744069802447,168.55419554361498,168.55419554361498,113.59744069802447,1041,54.95675484559051,48.37851496292226,-4.492969505993156,228.77241850429556,48.718101981713765,-7.409946627018389
2023-02-15,1384.0309863118987,135.74362717980995,114.88274943807072,152.58800503721568,107.85501506892935,8942,-20.86087774173923,-15.367850539389453,-0.8040331698329481,206.63315973113646,48.652272416236826,1.8431108272424161
2023-02-16,1673.4807170748286,183.8973685483116,182.6055900007173,183.8973685483116,130.61179110018634,8558,-1.2917785475942765,-0.7024453681918313,-0.849506215620556,202.5908474823514,58.66532444418937,1.6153897104198371
2023-02-17,1874.432053606246,121.32324248979349,129.34315895738342,129.34315895738342,121.32324248979349,1843,8.019916467589937,6.610371024550078,0.7196304559252145,209.06412963476822,34.45616245698952,9.91322946715762
2023-02-18,1002.1499866212949,169.58550373259527,183.85807532994488,183.85807532994488,146.81003030679585,3430,14.27257159734961,8.41615072232518,-2.0892056002701143,162.81349864928188,30.810948555947967,4.4940488961201375
2023-02-19,1997.28197818471,154.59864668243742,199.31279323767282,199.31279323767282,104.83124227659589,8274,44.7141465552354,28.922728312805457,2.356543296823843,167.9769990738332,49.136892125108965,9.672399262718294
2023-02-20,1712.223156360724,133.9863642109661,198.83208232638333,198.83208232638333,133.9863642109661,8129,64.84571811541724,48.39725183774332,-0.4568094566534997,201.37880814041893,56.31144099067016,-3.0742712786896
2023-02-21,1730.0018917057391,141.4724882039737,127.08334938098616,141.4724882039737,119.57923955438945,4302,-14.389138822987547,-10.170980241926205,-2.7443583824557205,247.475226370246,53.63135583271963,-0.4029846049516941
2023-02-22,1414.716230557046,134.17878157992067,102.78638911958414,134.17878157992067,101.95614853674037,2678,-31.392392460336524,-23.395943897164045,-3.36283176149508,181.4622713762375,68.61216844074255,5.142094678483936
2023-02-23,1449.830120874366,194.31942005843695,145.4253578277346,199.67547404053784,145.4253578277346,5042,-48.89406223070236,-25.161696250430676,-0.15468703453037325,235.29552736064153,58.187426984507084,3.3796414955986194
2023-02-24,1272.1367622680468,127.74108460904966,119.15813078283819,134.20132364527095,115.28204563276356,6422,-8.58295382621148,-6.719023760037364,4.639638433674069,209.54360824979267,61.10676797016391,-4.7443786683654725
2023-02-25,1949.1043832861255,184.33724744307585,126.8576763047565,184.33724744307585,111.771486414701,1216,-57.47957113831936,-31.18174538006449,0.7545630149505564,246.97325344640856,48.64125099828799,1.2737091578991144
2023-02-26,1542.3616141601465,115.66892693060862,148.07304134883003,156.95661258023821,111.97914367212753,1760,32.40411441822141,28.014537074128025,-2.6702170074979383,200.67764313585468,51.25823093718205,9.070787232001202
2023-02-27,1998.8884295825421,134.39482037312757,112.85020249902522,134.39482037312757,112.85020249902522,8429,-21.544617874102357,-16.030839443281277,-3.2205312410382114,163.92493742735138,30.200359528106194,-7.879944627036171
2023-02-28,1865.4649304228924,172.26423203360318,106.20075754745677,172.26423203360318,106.20075754745677,1540,-66.0634744861464,-38.35008214198497,-3.388598996251745,231.45362153564759,36.03408011822546,3.8949590954283924
2023-03-01,1646.9286769149949,129.9373011474456,129.7868542028362,160.41226656981536,129.7868542028362,7997,-0.15044694460939922,-0.1157842615483297,2.369250408864315,232.12610851387402,59.9918117740079,3.27506383523726
2023-03-02,1685.9368592165374,137.36184698569127,190.19789494086336,190.19789494086336,137.36184698569127,1883,52.83604795517209,38.46486423604651,-4.080478794613588,172.97385186273104,48.71780921984116,5.402716120638436
2023-03-03,1195.7945565077962,192.8126571458317,197.96922905762773,197.96922905762773,176.89176374850962,5678,5.156571911796021,2.6743949220594505,-4.153294103476403,189.17349811449475,49.07404988261274,-3.581326475260056
2023-03-04,1772.914220608663,181.76988728905866,127.66745582848603,181.76988728905866,127.66745582848603,5254,-54.10243146057263,-29.764243278941198,-4.580913896428054,160.17970295917996,49.49074237962987,2.9593336635991214
2023-03-05,1983.7918382604687,137.76165545391785,107.49355445667238,177.2633420302905,107.49355445667238,8878,-30.26810099724547,-21.971354000874605,3.369729643409947,207.99069415708556,35.889103876188756,1.344664671981901
2023-03-06,1038.397793474577,197.24882648786726,195.7642444594686,197.24882648786726,152.01269305344164,8864,-1.4845820283986484,-0.7526442893641067,-4.87356379542036,161.56597778020227,57.87603232265404,3.1175029196660553
2023-03-07,1536.2849440592076,142.6787813974598,132.46718611804016,186.87875765546084,132.46718611804016,9184,-10.21159527941964,-7.157052491900133,-3.809142584383971,168.68772281848408,31.13251901892649,4.438669210872499
2023-03-08,1347.5310204299662,172.5828160189322,156.7719564230723,172.5828160189322,156.7719564230723,7090,-15.810859595859881,-9.16131742463018,1.8792927514965294,153.10211642215646,57.00516890744204,7.556136544692254
2023-03-09,1266.8299745175445,156.30430597896628,151.70512772262475,156.30430597896628,123.73273997639555,1952,-4.599178256341531,-2.9424514107502824,-2.4393057268536733,229.1945321959367,34.082759002993384,7.077648419132679
2023-03-10,1172.3768691489165,122.92921808414448,168.2252609820901,168.2252609820901,122.92921808414448,4775,45.296042897945625,36.84725535872253,-2.8327022576395002,191.10458040701985,67.55496626827687,-6.905911483864761
2023-03-11,1758.140253601482,113.6821199253753,165.238306251725,165.238306251725,113.6821199253753,8822,51.55618632634969,45.35118307099909,-1.457910900760072,249.35776425188664,68.2564391819816,9.958480043922652
2023-03-12,1271.9223827914484,138.25342530378987,137.5796427674173,196.0880898153058,137.5796427674173,3929,-0.6737825363725563,-0.48735323185810875,0.8735311468804312,207.99992711307627,48.30699437191109,-0.22922328448481366
2023-03-13,1216.4041699821391,107.93631023605114,172.80940568169706,183.21804262197105,107.93631023605114,6748,64.87309544564592,60.10312498525455,2.734862207528609,248.65958892974376,50.018474858208435,5.430728406308463
2023-03-14,1734.1374810349455,148.15684009724413,184.59067304405926,184.59067304405926,107.07022858720838,7434,36.43383294681513,24.591394445846337,-3.6092833265858792,235.38420639032404,38.955433322645085,-1.6497936868410097
2023-03-15,1040.0186230454249,107.81815157615571,122.72280582182458,193.40692929329927,107.81815157615571,5494,14.904654245668866,13.82388218290052,-0.7046475022204195,242.85592646621825,40.19971197535783,5.595953320003439
2023-03-16,1097.8407713993017,108.68094217045449,147.95072759975443,154.79381460949324,108.17342278486602,8732,39.269785429299944,36.13309255978796,-0.3189347554352029,173.7707998252829,62.31655983301788,-9.609803588623533
2023-03-17,1758.236873838538,147.00519771857478,124.53399706594895,192.81444410316118,124.53399706594895,3299,-22.471200652625825,-15.285990564527152,3.498447233973904,165.5710137561855,41.64569407019897,-9.31006800674917
2023-03-18,1329.3530175375363,143.20475029167466,175.40831014570583,175.40831014570583,115.19107624617297,7959,32.20355985403117,22.487773477094883,-3.0076764415583135,211.09817429866615,57.72164592587345,-5.435508036605774
2023-03-19,1766.2826372428453,112.1654898996851,164.78404076433634,180.98386295928995,112.1654898996851,7150,52.61855086465124,46.91153304970228,-1.0062034203098924,201.0765783038385,49.337809082483936,5.642512663810866
2023-03-20,1977.0964538459384,186.65335302836957,166.53444775478735,186.65335302836957,106.61254404154782,7327,-20.118905273582214,-10.778753741715171,4.884619420847272,229.83503683124144,38.480958275362426,3.977607228613058
2023-03-21,1607.5058729202156,118.98715716837853,100.79422611772011,118.98715716837853,100.79422611772011,9790,-18.192931050658416,-15.289827476854187,-2.150855732027429,222.63243929877518,55.21988314986159,-1.2700901225874954
2023-03-22,1515.8455219920993,183.29689286945018,170.51946448421154,183.29689286945018,146.56815694762696,9363,-12.777428385238636,-6.970891969423139,-3.890924189094126,201.35316082560226,65.05644099132093,-6.252755694817287
2023-03-23,1172.09504148658,179.9700353887131,163.62508802824487,179.9700353887131,107.2216905352358,5221,-16.34494736046821,-9.082038198839678,-3.970839296552602,208.78948130621123,58.04928216976613,6.465473253170792
2023-03-24,1750.1570003784336,145.03068116905447,155.71829255234945,183.5401586642904,133.4542189326428,4575,10.687611383294978,7.369207189227088,-0.5102906778965917,199.7551862342912,56.23477577372952,-1.1573068089036767
2023-03-25,1381.230634922201,121.88151743172037,190.3705645012737,190.3705645012737,121.88151743172037,2479,68.48904706955332,56.19313618073535,-2.0967313999873483,238.07293604505435,52.03030812464905,-2.4632113169851504
2023-03-26,1248.7730458667095,167.90083457761267,178.3980516491877,178.3980516491877,165.01689318593645,2193,10.497217071575022,6.25203388534835,2.3118419855114354,193.84861978827257,69.43604661728291,4.006363919238607
2023-03-27,1394.0961401725071,169.47181827686518,125.09703378424186,169.47181827686518,125.09703378424186,8732,-44.37478449262332,-26.18416734051232,-2.0570615609525422,190.22801528185335,68.23519139207272,7.369874534929263
2023-03-28,1420.9879964035993,168.6380310060257,170.5607697361725,170.5607697361725,168.6380310060257,5491,1.92273873014679,1.140157246071076,3.6467922581780563,192.0764100094487,66.51790423162639,-1.7939196055711921
2023-03-29,1378.068907502106,197.33946730135878,199.4475589766859,199.4475589766859,178.496979413676,4070,2.108091675327131,1.0682564943320974,-3.741648303876283,244.43644496045562,33.735265135359235,2.144242585334391
2023-03-30,1485.3796267195196,139.2987128132545,110.83966596636347,139.2987128132545,110.83966596636347,5080,-28.459046846891027,-20.430229592317602,2.5275027868255817,231.94377993519197,36.18188755197267,2.4486886156946674
2023-03-31,1770.9053472237379,109.8747893964095,116.90991385721955,116.90991385721955,109.8747893964095,1929,7.035124460810053,6.402855923053035,4.34024001973177,216.56322885344554,44.75190683849971,0.4761963942151066
2023-04-01,1988.1120186235648,143.0838664679818,105.99453081956743,194.00240070620754,105.99453081956743,7390,-37.08933564841438,-25.921396006386182,-2.5553359496305594,234.49720473493693,59.11669208769191,-8.62616309591896
2023-04-02,1790.116968465044,130.5206385205573,174.0464804697853,195.76840193255978,130.5206385205573,6349,43.52584194922801,33.34786164287159,4.117906163606541,249.38003490840475,69.97617410470122,7.838915039956152
2023-04-03,1085.135390321221,189.88583366467174,150.98567065062548,189.88583366467174,150.98567065062548,9774,-38.90016301404626,-20.486079589666424,2.7900282317738547,230.46572709639767,51.34358049683331,-9.939040307527517
2023-04-04,1620.489438443692,162.36628879050835,119.1970235406178,171.61943063913498,105.05719923093831,4309,-43.16926524989054,-26.587578968186744,-2.07934824291929,194.1962344709711,64.06349067347443,9.101572537319235
2023-04-05,1005.9982627820457,189.31766730856071,107.74497621337024,189.31766730856071,107.74497621337024,9051,-81.57269109519048,-43.087733044079116,0.6324461825954772,151.28473599133665,47.33495266979239,5.120912162197035
2023-04-06,1423.7760870589493,198.18997486707272,147.86258857717075,198.18997486707272,147.86258857717075,1114,-50.327386289901966,-25.393507579612372,3.429768811713986,249.22060923289453,43.187443494603485,6.376425603505275
2023-04-07,1916.962798283494,167.1512349525758,130.74721983392809,167.1512349525758,126.235147343188,1664,-36.40401511864772,-21.779088338160516,3.3259064889564094,178.00310014860628,43.88875244647086,-9.887924557949193
2023-04-08,1376.5206109337234,149.83849538118653,113.39050451743067,175.65121257360403,113.39050451743067,7129,-36.44799086375586,-24.324851081180977,-0.5052505138677112,182.23748596903062,63.791773919131494,8.47106036990742
2023-04-09,1393.6808549659943,109.48348184051929,171.85537015548073,171.85537015548073,109.48348184051929,8604,62.37188831496144,56.9692224492973,1.2073741360566466,157.65212451112708,37.46047041235305,0.8281452424961806
2023-04-10,1233.4971937343057,176.26316322365494,139.0480602631161,176.26316322365494,117.89147876146706,1980,-37.21510296053884,-21.113375182832577,3.3457515623959218,223.26628322357402,46.16667553985202,2.986385426159263
2023-04-11,1571.468426178931,112.25391074410047,175.4040234596488,175.4040234596488,112.25391074410047,4067,63.150112715548346,56.25649235464807,-4.344860789052403,170.89116242768694,56.603352416882586,9.412093030662845
2023-04-12,1398.501517718309,144.58422688447826,192.4447055664385,192.4447055664385,144.58422688447826,6498,47.860478681960245,33.102143790691926,-1.5108863896677116,248.8447406477439,37.71304273448838,0.9811876026428923
2023-04-13,1173.3501234215291,118.15925449778275,134.3555092033218,148.17953844127084,110.26916278728277,5016,16.196254705539033,13.707140227296335,-2.5984006282967034,244.2054949828872,40.07827663496209,0.24318123290553117
2023-04-14,1523.7923656375,111.1447816737697,139.90083155946445,170.6625569750047,111.1447816737697,4771,28.75604988569475,25.872604590739158,1.4770704856286176,233.9743784476098,63.515501131113254,7.779822205708797
2023-04-15,1604.7194082995543,191.54979087496787,129.68179578250232,191.54979087496787,128.5193092657551,9993,-61.86799509246555,-32.298649249295835,3.0403986039166906,182.27385703180127,36.577914734424944,3.896286641091022
2023-04-16,1729.4788551410252,172.2426916431385,113.07135360399377,174.53506914962608,113.07135360399377,2920,-59.17133803914473,-34.3534680482926,-3.2942984706138168,202.89503260045154,57.59703324939666,4.437954743300843
2023-04-17,1860.8766203112868,101.84412370499915,156.72519211816297,170.42344216881486,101.84412370499915,2100,54.88106841316382,53.887319578822115,-0.7812911593715066,175.1237208607132,35.53639565735888,-4.816062515736654
2023-04-18,1449.1646262869567,162.82073085628647,170.65263617785905,194.7754053805177,162.82073085628647,6201,7.831905321572577,4.810140134111914,-0.7372953385822694,219.27520455966743,47.8690206880179,4.386699537153191
2023-04-19,1534.1484061170945,155.803308681702,184.6876237032406,184.6876237032406,155.803308681702,8685,28.88431502153861,18.53896124924263,3.330774312788739,192.0565550034647,58.08417336095282,-6.664960180547772
2023-04-20,1913.5150821672578,166.3426723157088,108.98992027144027,166.3426723157088,108.98992027144027,6478,-57.35275204426853,-34.478676605252744,-0.2204055172033268,211.27091951056846,50.460478614426655,3.9170130629690547
2023-04-21,1538.6294540396468,153.32362851692997,198.1120918284702,198.1120918284702,153.32362851692997,4178,44.78846331154023,29.211716253241875,0.6178712545887297,215.28886219224648,65.10833881221745,9.533513611071118
2023-04-22,1631.2375686861756,172.53899819462197,189.35553234096574,189.35553234096574,152.69050571539532,8323,16.81653414634377,9.746511989929903,-2.0036812475971777,232.54340722108617,65.70681319586477,6.698415144778295
2023-04-23,1397.0345538188803,196.37258599019717,108.66494010706296,196.37258599019717,108.66494010706296,2297,-87.7076458831342,-44.66389513631629,0.487393647621607,154.7642159750107,66.25421895230005,0.3585856541370962
2023-04-24,1157.6184798339896,183.2497256848545,111.72864803203106,183.2497256848545,111.72864803203106,3825,-71.52107765282344,-39.02929588872755,1.8044367799604135,175.5769833839667,69.46691549369943,0.1494992848972032
2023-04-25,1879.1776787875622,152.9414500413268,134.0370219048491,152.9414500413268,134.0370219048491,7124,-18.90442813647769,-12.360565517960936,-2.9398720113915155,205.93185394509703,68.42016836101939,-5.893020076452766
2023-04-26,1243.09224649467,130.09231262786403,148.68885032686086,186.09406172490992,108.12690828123915,2267,18.596537698996826,14.294878247105352,0.6339678544815452,206.66954582438805,63.253314569324615,-9.52619569683391
2023-04-27,1549.9981095450048,186.46940945022095,132.42290906241874,186.46940945022095,132.42290906241874,2410,-54.04650038780221,-28.984110877570096,2.0918969483971868,177.6030881292743,37.54117629380419,5.731965279333341
2023-04-28,1737.3671870948301,114.0504575264475,182.42925383073293,182.42925383073293,114.0504575264475,3372,68.37879630428543,59.954863651843624,3.1278854687758244,209.25798762112407,32.56379018859037,-5.592755396613651
2023-04-29,1223.7291424291416,135.32484865206234,182.22965701393593,182.22965701393593,135.32484865206234,1860,46.90480836187359,34.66089844480219,3.938883950181882,238.84196716922978,49.461113804582546,-6.112819415398134
2023-04-30,1738.7249085036951,107.40344189679175,157.62268186838395,157.62268186838395,107.40344189679175,4495,50.2192399715922,46.75757041366502,-4.466527479076934,160.84520641968908,64.15735992310259,-9.293593854200523
2023-05-01,1673.5416275504592,122.07242725580346,182.73243843480594,182.73243843480594,122.07242725580346,2085,60.66001117900248,49.6918202927915,0.16633624797977653,199.35446313592416,68.83482383583834,-9.153092263873228
2023-05-02,1588.6615323262145,104.09142816802466,160.54253958305884,199.0592220227154,104.09142816802466,7160,56.45111141503418,54.23223833946311,-0.2098304496459189,214.1488998879842,57.352743310777456,-2.4922628275225094
2023-05-03,1210.440705625817,156.65040916884954,174.61131017039938,184.84727808528362,156.65040916884954,2235,17.960901001549843,11.46559469384484,2.735501647175134,188.35319596734752,69.30185943070774,-7.641557831742267
2023-05-04,1747.612087369714,149.88444030266646,119.2845745583762,158.229927251003,119.2845745583762,5289,-30.599865744290256,-20.415638663025305,-0.13488487868799393,199.44333070109548,56.704260568284894,5.080852978452333
2023-05-05,1512.3715646741834,106.98360643468007,169.07687015296318,169.07687015296318,106.98360643468007,6201,62.09326371828311,58.03997994421209,-3.9053177989262666,211.01529468237771,48.41784718623885,8.560068957841533
2023-05-06,1957.57436761369,194.3322513203867,111.32375373048907,194.3322513203867,111.32375373048907,4834,-83.00849758989762,-42.71473058429468,4.9381678641447415,180.156226448452,44.05080413120258,6.177791176903181
2023-05-07,1482.3528338214337,106.57771306083612,165.10943515412936,197.15497945182886,106.57771306083612,2926,58.53172209329324,54.919288857213964,4.468260495223369,200.9509987540178,65.96152181871899,3.829685205638631
2023-05-08,1010.0935330293996,126.79472778549172,109.01842242034166,174.8046472845855,109.01842242034166,5037,-17.77630536515005,-14.01975119598315,-3.9630880879671118,180.72479145559782,54.6683469408012,-1.8105916866694383
2023-05-09,1057.088576637856,107.10127025043589,199.10441967242252,199.10441967242252,107.10127025043589,4633,92.00314942198663,85.90294886965843,-0.20423366351649186,215.3470911703743,46.58414576974507,7.585655824700655
2023-05-10,1769.4873074945294,179.74421246757328,159.85509039479462,179.74421246757328,153.9976797307471,5259,-19.88912207277866,-11.065236426662002,-3.136871298016043,182.22986478601686,45.727176201382306,9.088612160486395
2023-05-11,1284.516454265604,196.9540901334809,196.96275953965016,197.03079879498742,110.86766676916679,7386,0.008669406169275362,0.004401739594948184,4.813924383586482,192.2461232344885,30.770941298832966,9.717999706911598
2023-05-12,1349.8780130626644,173.07061173063278,103.31999365467318,187.55683557898874,103.31999365467318,2097,-69.7506180759596,-40.30182673908815,-0.990160702436091,238.55298987224444,32.89338450062873,-1.6064978458362873
2023-05-13,1434.0607556328755,110.99410011246358,194.460357833172,194.460357833172,110.99410011246358,4144,83.46625772070841,75.19882375381856,-4.318639426655339,236.298887901425,49.4535687162126,-4.028075267542349
2023-05-14,1307.8720800315089,156.4716557651286,159.08935030854843,159.08935030854843,104.89707783792194,8300,2.6176945434198444,1.6729512643166047,3.013401919876081,210.8965295446663,43.908187497892115,-1.9103094629646566
2023-05-15,1389.7003969966113,114.9687183786463,107.63511256775207,175.4552922850166,107.63511256775207,1539,-7.333605810894227,-6.378783650297986,-3.897499833803134,207.95643334539443,36.5217537307109,-5.68018230207342
2023-05-16,1060.6967829852651,147.58849289271677,155.53398837966841,182.71085963418415,147.58849289271677,1666,7.945495486951643,5.383546732689577,3.2842034134876226,191.16958250678204,31.356075645678505,6.068602294703439
