Ежемесячный доход,Сумма сбережений,Текущие кредиты и задолженности,Кредитная история,Стабильность дохода,Уровень безработицы,Инфляция,ВВП страны,Курс национальной валюты,Процентные ставки,Семейное положение,Наличие детей,Образование,Профессия,Жилищные условия,Сумма запрошенного кредита,Срок кредита,Цель кредита,Решение по предыдущим заявкам,Общая задолженность клиента,Доходы семьи,Расходы на обслуживание кредитов,Наличие недвижимости или ценных бумаг,Кредитный рейтинг,Долгосрочные финансовые обязательства,Платежные истории,Уровень долга по отношению к доходам,Степень риска кредитования,Региональные ставки безработицы,Экономическая активность региона,Размер валового регионального продукта,Средний доход населения в регионе,Уровень финансовой стабильности региона
691568.8699650938,510262,732507.417156154,734312.9673140569,874666.4750263696,383195,774612.3723603331,241976.02136820642,253661.38182911335,16.45080529459594,386888.3385379596,Нет,774555.3713569697,651397.4315896276,123449.53321554928,362569,347574,89047.30448218553,Одобрено,496399.87682588777,259795.77337081556,410605.3952890906,Нет,343593.2682610572,677765.0723908307,864305.7073310905,348798,973591.6802226314,297280.33873989526,474519.2106084098,702624.2190857105,43972.96568666746,724578
346233.690499942,759839,434529.88406512525,589452.9556950616,298121.297721912,864648,974076.4808172723,649594.5809679633,963586.1576716664,1.8715883255492982,979767.3738574206,Нет,829699.7185929719,381815.8989883333,993252.0178650336,79196,909313,901483.7126434707,Отказано,884863.2101821312,325089.85636728775,320704.4093862123,Нет,776932.916386844,231483.80233576248,159388.49776260156,236670,759807.8943251478,305584.2872967967,902310.2577404471,983490.0457497697,398224.1292422431,303469
336288.8135194817,562729,592510.0931647613,17893.403144535856,83358.8819445751,727866,139206.4514279068,865810.9287447802,281301.53844382276,20.570877236652272,870569.6920352475,Да,889480.766964609,954090.7387067119,118762.7134264374,574039,265629,727873.0039528689,Отказано,773101.6338745868,246762.84676475546,77915.14472787913,Да,352179.0502125453,169897.92075216386,375452.53390328377,132773,903966.4332193887,63296.20155907901,163171.8897489717,324077.0908663023,18843.218247293968,277197
126661.20163002446,281099,554290.0040994107,477467.8168382289,475988.2813657978,540843,687107.4182774612,488293.00059816136,890669.954623158,15.914539500959972,973789.2990343631,Нет,87134.51272853893,87231.35220018674,363679.518367839,714739,188583,278106.7375756927,Отказано,528475.4948430574,157658.5652475488,721499.8214146515,Нет,476622.2997319025,136757.38277065312,848724.5830065785,399521,246218.41781904345,135319.3164071341,593781.958014058,343049.22044277197,247882.17186392262,176034
992264.2154283378,799992,553838.5332445455,538906.4683145734,171558.2622850584,207352,232291.32270651133,42789.248944632775,579788.1062302901,1.3452860074683803,806891.6133692875,Да,320600.6471131604,647123.5134399784,591884.3114501297,325585,695313,430051.93128237233,Одобрено,280479.03864509624,171752.6439364115,628106.5392069524,Да,223804.41214338152,842248.1625496587,822294.2141902479,854572,438644.4096985704,381534.15581846103,230061.7985624273,240066.33095951693,910417.9417496047,78198
431019.32115575246,925794,113809.6127327009,596166.2899028443,26280.412362479532,577009,477969.86176175793,13629.227150833216,980244.5725350223,20.91785362922985,898902.6335724026,Да,254782.5411095972,98548.06796103851,427163.37456544384,77857,146108,381607.661251339,Отказано,761857.7187167051,381162.9004598962,119061.53904425258,Да,231990.2290598634,35597.9700479905,804836.9271333256,742999,951788.7234290582,69938.00456706408,922180.6679112766,505648.7582496534,83283.41606159905,147255
645460.5805715031,572190,623887.0676055779,815740.9048571124,730947.3057849401,473925,799587.9814425539,144298.4067778017,936716.9221597961,11.743974650817933,228248.04489391824,Нет,937607.6255792197,251687.17668714738,394682.8225948128,469994,893869,209031.7376565274,Отказано,638304.7542504016,905496.6791444491,194147.66263347908,Нет,232919.7867218817,66272.90633255479,286856.86056593177,282535,90962.45823879453,550151.3008445734,332228.6610642549,891963.9344181063,554479.0812526555,842618
910961.190648429,309624,182041.24024115317,532343.5810107759,993896.4497623857,968306,978147.5246214813,442535.09343533614,599761.0030050871,29.882269807468845,33185.057115584044,Да,825001.6082333218,383308.81280849525,783757.1475679703,442449,360315,874174.1412306476,Отказано,372748.41155596386,618242.215851751,705668.375699161,Да,858525.495368067,519552.5160813991,549338.9243687892,144176,381538.2942783766,336550.00865100016,291641.79962818755,742631.3354549878,669075.0117537287,606109
733691.5810291807,784707,566967.7239830022,546369.5743457495,251051.48316656443,74193,414820.95093522087,948504.0036546376,237961.36074738426,20.649252635340414,699848.334138519,Да,420268.9770008987,746858.9792499528,112677.69667792661,754891,675328,993104.1193239721,Одобрено,372247.7086714494,837319.7591060124,410273.5972617638,Нет,641919.0881915414,227475.34125500525,881487.2493784814,579189,595602.7769390673,711375.0308914708,393135.8532856815,483502.6757992582,598172.1606086567,335604
322364.43239182635,664850,577355.8082155265,333492.281895083,490265.742233774,120183,715156.5839959161,139195.54908119136,682637.6281026427,23.22633330828916,204612.2136543078,Нет,104504.8328226307,259408.74837214928,927836.9495242105,625789,554800,610611.1251390175,Отказано,223895.073144266,263230.96882927394,384656.15925478924,Нет,589619.8340742984,619920.5907834424,563608.1569032915,933973,254047.18991470596,47312.91085295966,960202.2473862757,411934.3077351791,78815.4282117375,487904
582475.5481263894,46829,252657.19379094898,983191.2390894465,971853.8805210564,874047,388241.0225627784,853727.8460042884,558913.9598554573,3.113745276386375,49304.101168391855,Нет,845751.7598674089,663260.499584026,382873.5653366689,379544,749655,604008.3402717798,Одобрено,23316.497865980287,327891.6169287603,424802.70483504335,Да,39193.309666755944,817070.2122840274,129367.76566804737,886130,982014.403971298,168973.93489397044,692943.843429777,197993.57214074972,355552.0975333526,470454
630513.8580491984,148186,939283.3776365763,295677.552721686,571232.8859430912,248689,92100.98652210819,975815.0413471072,774627.3286267123,10.344632364802186,999273.6258060981,Нет,43416.86861387412,537836.1633328585,174202.0555161799,644896,36667,778598.5090584089,Одобрено,491549.34760866966,637320.3524058793,741188.4874514043,Нет,81389.73800982068,184068.95533307877,559188.7416603917,273659,460751.429937182,74180.67008543904,272910.48946731066,100229.51159938183,230462.37234977598,860427
259044.0917982131,978005,902299.3996398415,559054.2874448618,499676.859442042,680542,43213.250563345624,198085.3991214507,875056.0275380277,28.08287564273149,609459.0322082281,Нет,988467.4080652436,639739.4071531603,91727.69364408383,545473,945608,136234.24174402643,Отказано,707718.9529862409,450625.46376505814,607463.0037190939,Да,97235.02728598063,670100.9700318474,166847.33446319826,804255,366662.473990073,733320.0843138018,312899.9101340082,586571.8979819707,456227.27328650636,686399
276911.36243383243,908225,376023.1531376942,523431.72558907396,994489.4661194696,465871,989948.1432899815,943418.7442356723,894823.5216316745,23.745299217891237,54608.57314150103,Нет,465152.9073657726,379003.4714695317,480812.0685832329,276097,340570,108628.8988327492,Отказано,115112.09445072424,692911.7832157344,390344.3473336116,Нет,394213.5585633549,910693.4147038563,628477.2723981667,182116,208082.43274183926,64232.2177979237,273146.3277720836,319537.8274957531,957432.0637700814,336709
321104.9798117282,68998,570185.9917441481,837097.5083618491,260295.1038334517,284377,224281.20580789106,269835.5883398087,998329.0154516636,22.548096728033155,839015.8032599256,Да,748999.8150959699,356274.89397083136,732543.9538700646,344524,856343,460513.7787452684,Отказано,181879.14296438513,516319.9682362576,972945.6042118149,Да,969096.6270525947,315337.39375383896,592650.9854598456,984704,618312.841226718,59056.37442677776,339824.6797531243,369957.86489770794,307120.3123101404,226333
176015.9005235131,276702,148670.76093124546,851027.9600855731,167622.89639697032,778374,152253.92469964654,24726.244582432697,372554.0002601981,5.308897198402863,762720.4784869286,Нет,529214.6585828952,110227.0617604162,658742.355362577,466566,984899,285317.4103005108,Одобрено,344876.4299816122,477228.45870255376,619186.661296505,Да,708401.1989884082,654483.6263226487,346450.13003719406,199957,988700.238992512,712144.3780707229,244960.67655470883,672731.9085084839,677990.7571460516,462252
710029.50159424,617925,290239.06295841665,329054.12998209265,648170.9133239555,859812,907899.1505394721,426092.1330148586,630850.8560869057,21.918156822436735,953255.9935475617,Да,799301.5019329109,181299.50449647507,348241.38085758634,952270,781628,527918.6951886048,Одобрено,699745.944709545,459353.38095936965,435984.0901168824,Нет,852529.3477144265,285059.4326421536,51605.57412890499,507183,462865.7737004162,205325.49756486694,664791.9769256996,38518.545007186316,43337.30401957171,759066
532228.3316093492,890121,510705.1573054908,921521.6120511472,728116.2573900698,819855,476734.21989108174,950068.2224742168,670514.755140169,0.5045417640103245,758267.458298334,Нет,289681.81704861653,409207.4074118422,330232.3615631235,114389,32060,339594.54958894034,Одобрено,901703.7247223383,919310.4370370157,985723.09585854,Да,929488.0466954963,438094.21655040176,503934.3902982999,284041,550188.6154398444,473617.0006094576,604863.0765814924,251370.4751150953,326853.3563451009,221566
819110.5611795483,133842,202026.9090992509,383527.25938938383,281499.6465777832,683091,320865.8735267338,689266.6043971867,287537.2702745445,27.437923305336312,331352.788779828,Да,12223.258912445039,133728.02267353167,855478.378538836,187424,810185,293028.5548144104,Одобрено,242015.24944884327,128944.70224658767,947629.2127079646,Нет,198089.9822785152,35247.78937465602,239695.11968866194,795066,762514.0782172481,89899.63855283939,251664.4329752273,829895.2601174405,671069.6846706293,354555
291605.59172882664,10932,589512.4022284275,508440.9332607536,125815.39899580122,135401,624111.6972242186,68410.46318610117,25610.62960685337,6.628419114599206,787939.8276457854,Да,77000.3379569817,870211.3765372682,355533.4677165482,222451,124100,605012.8120169543,Отказано,603598.1384263801,700930.7701497149,676334.7589679045,Да,759183.7658480394,156895.6091343026,693400.8070287431,39924,506111.47970068123,894832.2367101536,76234.42962713397,770749.954383163,560080.1611691138,394297
83204.3197384554,656367,814088.0559453744,442623.1188590038,418216.39002257166,480279,981034.1714420529,510548.6058502354,586662.7030226392,8.921394131534232,989423.229472871,Да,377240.5653171069,895099.023964281,887292.8668049978,317725,834992,273634.02659335587,Отказано,930622.8762403153,457659.35556472954,612381.8239112318,Да,588650.359558824,140597.30893755,683752.0099918414,529750,690658.1218677805,14779.684338488849,232960.23003025394,746791.5446115775,619462.1252163878,949217
540756.4297917424,9805,907568.9066752053,762224.8374293516,575461.7733686119,690692,464216.8966761041,687383.6060322352,392789.0578613378,11.580321559591868,284917.6588760951,Нет,279475.87328401,445889.12245150335,233408.6666639955,463441,321350,377197.2853879779,Отказано,901429.0784850928,432865.41704668273,543703.4155581029,Нет,902973.2188703333,891667.9128316725,243010.22522407744,335453,542990.6533437079,891046.3788408827,696609.9919425437,767447.0131771427,179020.58855210152,130868
359682.0015040823,433327,708162.8939140649,322971.0040268942,584751.1650411253,634681,254381.86794365192,612364.2074044852,843181.7599236851,25.696404833120106,499060.81681790465,Да,92734.02164901736,982997.6092483606,867379.652916135,80693,454810,228648.83869341257,Одобрено,493571.32004772435,264485.95872545993,248289.30297279236,Нет,73063.11354221766,916007.6068594431,77913.66584932645,787288,289974.6529974197,852248.1661230761,129086.93813259757,250352.35814953776,371023.6871309921,350434
769262.3422307031,374184,512492.295226704,328070.6637947041,963887.5036479293,559869,832191.3144579047,660087.8745811589,820938.6864971208,19.906851143164612,576056.9577334278,Нет,213363.28977976218,230287.29423436578,465824.8962091409,705367,60855,192949.97985488514,Одобрено,147473.0431226017,54856.61692318488,347080.39586781187,Да,141253.27934441273,24786.22999387343,933026.8240636965,652166,818851.776808932,495452.1874985614,77774.80627312904,458112.65944459545,255895.57345763603,194788
152759.12883917688,999115,305018.97151174676,88285.83297039458,216691.28409396083,978200,90263.73804226477,432820.217401184,118976.54686690209,21.377167234447953,851327.117201515,Нет,648159.5620841101,163338.07121761172,662780.7748344179,581403,316300,341885.75817265804,Отказано,250912.72647748483,560578.0535371467,834299.0227517801,Нет,874363.7808211594,449957.02892439696,978355.1251769543,17358,575945.5199968955,983665.9032679625,227139.3780565503,636568.7457305923,871798.513359754,498568
491167.5476270945,65185,664514.6598408392,101622.36813315657,771007.0118461062,369969,82593.07368675532,97512.49882576037,763559.4552276151,29.13414308199193,798458.5815845141,Да,399805.7442205816,125323.05167487543,272849.30335847475,374695,571868,156564.93371090866,Одобрено,104649.63337308081,876380.8426559301,85664.52270785368,Да,832257.8762709436,717108.3265553801,420907.41242574423,627080,670344.4534521372,189411.92384310093,625931.2691973378,114080.0494268381,668140.016362207,172218
210758.18581658325,800181,293154.5680413725,64489.914509271606,743746.2146744801,370443,622020.7834163927,166263.6060806971,947989.1034257449,26.62618819584684,640450.068082581,Да,417230.02317342185,637837.1685750921,297558.0579322673,871910,46091,157383.4658289147,Одобрено,825790.0817074662,210080.73663865766,134850.20763188245,Да,490418.3786818636,475031.13143191935,495269.24657267646,918814,311614.07868924085,671756.4598998181,463206.28118116147,158145.15197442088,234309.61775227738,325788
769007.6385220817,217696,439610.58674987074,27889.72545286431,17070.03156705782,155750,871904.6858398938,405137.8534472261,343658.34507548553,0.5960888656393182,943520.7464100607,Нет,654898.9093115907,65937.20840249337,135798.284993395,77113,48994,630264.1596604877,Одобрено,32189.940989834573,791526.4678597017,946226.0329350304,Нет,112960.0994967278,860712.1515784083,937918.9060675419,527437,132154.16430307121,819785.4976044876,571272.9846748128,799469.6379856635,348478.34187072335,458628
633967.3751996659,641399,199323.6824749634,720505.9289476045,642073.3493394994,669072,809255.1805685948,962906.1230904247,852285.8528869497,3.993891374939653,526220.3482289413,Нет,39747.16611741334,694511.5547830256,195279.7111973774,356660,714231,837292.0116523522,Отказано,247028.38265703517,445510.7931759156,347743.02633753774,Да,108768.06977409362,577550.3260129243,409749.65179051383,865356,823843.7783836483,169681.54924173254,664343.606682354,229170.29728414165,511186.7295048748,653418
447679.3229770271,256053,253289.47190855516,287206.0628331487,39249.07187348424,810833,64081.248452153886,452722.327058667,119288.45428640065,22.438015239996584,373604.7471982864,Нет,468080.55820597324,138486.16183935746,503933.7533126504,43612,452606,167217.7191417153,Отказано,88396.97490011062,565821.906283241,381396.9806705832,Нет,617053.8095282797,983091.6370196445,199312.16511610334,68520,937280.0673294408,984549.91989282,221513.865492845,643588.2747617667,343254.20981674816,119798
901592.2880880623,941252,876513.4205076961,74957.56055567626,455058.5658717936,37863,668479.5296168729,980841.0607027628,174639.03555268113,23.826205141905355,432285.29801815964,Нет,61460.91198112762,529055.5921421964,478045.75960341876,459087,553344,238276.17474429568,Одобрено,424877.0320777093,911825.3500689223,342429.3191112903,Да,634770.3122280128,472233.4337971526,501623.3407466173,587307,654674.654192667,365721.7692210095,880548.1921615286,489264.3518687978,309547.8587318836,673501
816091.473023867,899394,169952.62798182617,967619.5195518972,289121.644267521,870747,996411.9292858291,523338.5066639887,261086.1826408528,22.998083831310662,880496.7582665181,Да,179765.3536238293,788129.9545792869,398077.56493146427,762235,742931,587700.4457886508,Отказано,403440.3361257587,61808.403297858495,283635.8255964212,Нет,659944.0023077043,977171.2027467932,912457.9083413702,40972,969017.8210887706,16062.084415775455,779192.2182373133,733562.9469649536,103985.381200208,704864
240652.1732001869,308299,780148.8991821781,309523.3243206179,560596.3099752078,309465,349237.4590658796,746756.808372944,169855.1668853752,0.6415974322803164,630663.1844449886,Да,181503.5178146687,71285.38700958232,78042.73328760754,448894,915503,555840.9867341236,Одобрено,800060.9454478112,967804.2333440314,239009.2447322401,Нет,372302.2634475727,616304.5071193432,252487.7078054239,461549,90613.44809771462,792930.7500489458,979659.812004432,149873.87692688144,940686.4386368232,954932
412115.00746176107,760686,995794.5009388083,371710.33559757395,485283.7910904313,175580,167969.1852340798,873915.4078430326,778943.173866895,19.84339893118296,210509.83621608725,Нет,977714.5380329441,248149.602983558,599353.041709315,626565,17763,247528.5687828265,Отказано,25614.704426423184,435433.9588438,308071.99633358454,Да,349434.4059865319,893952.7700906264,517443.53084645065,506590,527486.1058405634,736876.9932424811,962524.1775491624,859875.0636391263,976123.534633385,876943
268560.15085402515,638109,489135.1713591344,46916.318804320064,714596.5361668911,121854,428973.7742918294,998592.8844292867,734108.0595623006,3.4877738167441272,288120.38098606514,Да,402082.33232422284,786558.2119483724,892538.8041084919,458111,644524,354258.2343857678,Отказано,486446.2895301024,816494.2980221942,924035.9399520603,Нет,827025.0304973045,252701.99778859896,852613.811799127,888148,606641.1322527905,181489.65297987126,44564.715209300244,208635.54779029853,125304.17977339755,929853
266270.46830303164,971427,509846.4960445548,848206.4435945547,92740.78536517335,967111,816495.8312615186,419236.09946716187,361955.64746768406,21.069857270775053,81626.69814982405,Да,514574.6559936661,762782.9306197457,411810.54845930793,526419,124979,709348.4369155536,Одобрено,136780.5200721604,819924.8957862484,458797.90921303764,Нет,97168.05591076998,488734.4560325726,11146.925279255369,650844,715821.4083852919,453412.003131307,143997.04313209103,155547.5729035915,257128.70704636385,847508
195432.5546433596,380243,564777.7845967915,224300.5996443756,321705.1819218615,716869,59265.28571759789,569957.0581614702,260819.1339705955,1.882005830619583,910848.0447643538,Да,993863.3827504186,950179.7723173137,208151.7613526672,878189,53424,462860.21698635083,Одобрено,740272.272086961,183819.1788197299,342677.7571940871,Нет,946066.0478635723,467446.641817871,734915.3093975986,981708,908282.4371700974,23350.31286060324,266017.3473921681,561696.7153450788,264341.5170918551,499258
468867.77842879563,83926,625221.2439602733,397336.2501100132,785429.5621563855,778145,711459.6753483922,129878.95871776398,106762.64468330049,14.009093052556926,363487.35051077104,Нет,839225.82638759,359591.1113580086,474918.4193413826,79702,616088,303535.4931510616,Отказано,369621.99879640836,181677.40006384766,469922.1160502241,Нет,848308.2546677231,918648.6923597266,476163.790949025,680981,873722.5927050711,447179.69332067657,755043.7702212781,225821.96817973658,983605.6579389777,808402
323557.0870528938,514584,94322.26734211709,292389.79050949845,435569.7180819712,167611,576568.2463506946,546913.7723402602,354041.4341408294,0.7755168865103146,571800.291158709,Нет,555630.6039272355,28299.678305434198,818757.5072730845,796923,293577,756112.7529797151,Отказано,524693.1223324987,335847.7002438573,48606.77561862939,Нет,910700.2557540594,737468.9762482353,387096.21728262695,70905,931926.3518700716,328464.2308070762,919536.7081451792,115912.581769537,971389.0012479335,838450
743621.6320922441,992743,273926.5165444331,244716.52755741368,230191.07633680297,406608,877193.707244611,833717.1525563519,259263.8777153429,26.95181122908227,222227.6079281198,Нет,661089.3448167515,368073.9978762558,836792.1471524743,932485,745535,686493.6900797952,Одобрено,89025.70766158713,53652.75988769088,659977.0554338811,Нет,934970.4648232943,791756.3398383349,631764.255005786,146501,981142.1378195629,634886.8915019627,100367.39162211554,763003.4391615056,12749.572029372453,942480
929594.4862814769,313126,498218.87302683055,761138.8174177407,154416.10166037644,159432,332028.2919567756,916623.2239091751,564473.432089497,16.26617675383589,325181.20250293135,Нет,934503.1893796915,934957.108842031,456716.4384523151,319854,899764,455296.45415076776,Одобрено,177866.00553786976,926385.2058543598,160715.60851370505,Да,31859.340391957878,376010.7909602292,817097.210158581,376777,720461.4514899482,854965.537196795,136249.68479924585,965660.6995749077,195226.6683606433,70128
339035.24280958367,186412,185734.11936591234,425052.54071344045,464653.9397416364,597083,627612.5229925544,922847.5378528862,891542.802273993,15.286048690451416,386050.5190984948,Да,377510.1543413358,454444.6847180416,554319.8881396737,444156,423609,195429.49715999461,Одобрено,181413.70845835123,939539.1126547306,976238.655501402,Нет,438460.83614924486,654626.1275869138,586346.0909969575,861594,287851.6519629474,812333.3712471725,809238.3641632053,944140.3895755218,348211.959285054,86720
539069.4645695409,333691,415305.85898600216,616260.4584305176,315889.80628437357,844835,498585.24374746694,412234.4050540674,578358.9305100023,9.742256765904914,711366.9070775193,Нет,209818.8311157049,920451.6088771068,368279.3356433999,492564,521080,82989.42118633132,Отказано,99105.42218626989,640736.4923224917,930841.9572325824,Нет,114100.40576823313,838230.4593094154,492827.20994234196,941911,19881.93377567005,683192.1221114525,217925.33707257974,98526.43892188535,217756.6939827269,705537
710527.753944722,442863,370311.04564132437,897708.8374748973,94170.32191665749,415568,104682.17098256244,786968.799197173,784796.9043231957,10.675873006454466,116708.1205943591,Нет,687745.1682723012,41145.36761831508,311713.5538307542,247111,924280,630874.8766589921,Одобрено,563484.7209450583,665948.583287261,620527.5866488145,Да,807391.1133030391,945903.5139627478,284734.15117572306,866809,686055.6707488475,107376.88195276512,501633.9864201738,883443.8950792548,914342.6362397269,16864
656048.4972575326,47040,209255.65607081944,601645.1071373331,659817.9585755065,727251,308775.14607312065,651826.8353364407,559741.1322054348,28.969549432058084,102697.80387191215,Да,549118.7332746591,270190.25027536525,32925.32469395583,694405,300825,106231.6811243533,Отказано,321678.8375233522,34580.46487240086,132095.50110418443,Нет,595274.9936824105,204599.51188672936,34466.42348301047,263555,577460.0670830496,574238.562357307,647557.2075253304,562255.4038913208,657678.6761286957,398054
188628.4201676757,702627,447974.29516056186,446011.7906277497,619410.4415986271,15239,602627.889736031,35398.59265744158,813779.1420443692,4.067775650502286,873209.1203758016,Да,532578.5593315685,496793.1180462792,117880.1771796655,528041,382042,767085.3512421233,Отказано,808890.8731537326,154897.77341992193,552511.1039017997,Да,787798.6998533969,15612.096950639061,931630.0000480474,466467,715194.3590780137,822095.2514698332,447224.3636033838,273229.7463227461,284472.7294979591,103955
648273.4995966177,870289,555432.8302543813,73167.42048914044,79843.03816114414,774979,410362.0886019551,977365.0904609264,773837.9050349252,26.302108242827863,424229.21514523966,Нет,756382.8001011172,718876.8496074834,549720.5813249166,351533,447277,838596.7500156584,Одобрено,356533.4343384311,377828.0103228177,863201.2175471499,Да,355243.556681972,627567.6598430342,306933.02375180006,310460,698777.7088140518,355192.5446242176,453663.4164902561,357155.0499405494,688401.1008512696,781502
652562.9178906032,649615,60038.534841020635,202711.92284726026,510936.32314121793,46809,119895.9612810087,677038.7522132416,297933.7472703523,9.16129548395618,882509.4966650127,Нет,366061.95077084535,495225.2452058924,895089.1569212817,744980,298423,658565.9242259522,Отказано,747635.9313889022,579694.0934953563,82757.09419680265,Да,680927.7865778862,174294.89224549534,749882.2853334813,9378,606284.3191599792,775712.1084872013,475586.1529493717,356311.20765408094,885968.6012175477,480461
441728.78284249536,731364,109062.04416515405,759824.8055877531,584282.6620681722,43371,101851.47914229227,522352.7204074099,553118.5926984218,29.786905833141905,94238.87762027481,Да,910741.8670234825,47932.872463175336,277586.28615859704,213945,125484,786311.3606662832,Отказано,181248.1132720517,781885.6260660973,122594.56779360323,Да,727242.6910876706,992459.1707533769,587451.6232203832,297059,972193.5427430974,833537.6327457217,838856.5162019791,771935.11119895,750648.1373044471,618908
291093.0931802616,738409,567177.2005452404,940468.7576519189,416831.32102904684,130774,669732.7604470656,483308.9178583352,672109.9395234906,4.733050708335476,893804.3782267916,Да,877433.2654138579,933962.0637026539,69715.09396417855,618435,494232,165858.9086380297,Отказано,348797.97597122524,390617.7855055776,389206.7399353047,Да,629971.1768774331,269171.6421109154,150761.40532317726,741731,555058.8768712558,897631.728376129,562189.5696043718,149709.5032148046,80797.17748650601,979866
