Широта,Долгота,Площадь,Население,Тип застройки,Температура,Влажность,Скорость ветра,Осадки,Fire Weather Index,Расстояние до пожарной станции,Гидранты,Противопожарные системы,Зеленая зона,История пожаров,Меры по предотвращению,Результаты инцидентов,Плотность населения,Уровень бедности,Наличие школ,Наличие больниц,Наличие торговых центров
37.54889299957469,-122.33486776804884,181,3949,Зеленая,16.266597306370493,53,7.958240930275905,Нет,24,2.4679617294941933,Нет,Нет,Есть,Нет,Проводятся,Материальный ущерб,2546.030187699752,0.29560067302171666,Нет,Нет,Нет
37.5189677657381,-122.33235077276443,610,2609,Жилая,22.91348178056922,57,8.121095071005048,Нет,66,6.1703539387738555,Нет,Нет,Есть,Да,Проводятся,Нет потерь,3855.6453063931986,0.17131374229603535,Нет,Есть,Есть
37.500823070967975,-122.4270920164897,564,9697,Зеленая,21.758832319093152,54,3.96773490297625,Нет,41,4.917996670420547,Нет,Есть,Есть,Да,Проводятся,Нет потерь,4876.40657595007,0.39770671287363735,Есть,Есть,Нет
37.54565179996845,-122.31771767760561,393,4315,Промышленная,29.269316232450045,56,9.99551945644987,Да,42,5.065053170356056,Нет,Нет,Нет,Нет,Не проводятся,Потери людей,2768.879614813212,0.9510283927218742,Есть,Есть,Есть
37.66943528580591,-122.43301728879653,858,7500,Жилая,26.61771329524901,57,0.39191183835164733,Нет,38,5.854710729707917,Есть,Есть,Есть,Нет,Не проводятся,Потери людей,4733.6635443466785,0.40948573839620617,Есть,Есть,Есть
37.653160424926,-122.47199470535118,866,8770,Жилая,17.045398244107275,34,1.0745692419827402,Да,72,1.2696085069544956,Есть,Есть,Нет,Нет,Не проводятся,Материальный ущерб,3993.874476764789,0.8997123702918622,Есть,Нет,Есть
37.68766372292462,-122.33677377590556,888,8904,Жилая,16.939909116779813,44,8.61734111466315,Нет,91,3.842193205517251,Нет,Есть,Есть,Нет,Проводятся,Материальный ущерб,2139.677179593753,0.037750977852871404,Нет,Нет,Есть
37.6466742069216,-122.38374922967397,512,9580,Зеленая,24.395272500767724,57,4.826535503653507,Нет,87,2.4491005263887127,Нет,Нет,Есть,Да,Не проводятся,Материальный ущерб,586.9353406169306,0.04836667994958699,Нет,Есть,Нет
37.510794587602746,-122.34352948182976,511,5886,Зеленая,24.15782737156913,60,9.644239599036526,Нет,87,2.950576430752524,Есть,Нет,Нет,Нет,Не проводятся,Материальный ущерб,2641.8858674638277,0.4495494883309664,Есть,Есть,Нет
37.61585476592407,-122.35658475840647,410,3286,Промышленная,33.38281463045099,46,1.383670195099661,Да,83,2.2317764433402116,Нет,Есть,Есть,Да,Проводятся,Нет потерь,4901.052961024486,0.9376528651851369,Нет,Нет,Нет
37.5132726130841,-122.38712240588177,546,5597,Зеленая,20.991181232778118,72,3.0483996493736454,Да,84,3.7785002266658454,Нет,Нет,Нет,Да,Проводятся,Потери людей,3721.627921210627,0.17181669270258038,Нет,Есть,Нет
37.56648071585946,-122.40346993552936,906,3968,Промышленная,18.844410006568005,64,0.4290780770506786,Да,21,5.577745580187092,Есть,Есть,Есть,Нет,Не проводятся,Материальный ущерб,2359.3939472321367,0.655681986559335,Есть,Нет,Нет
37.66081904685179,-122.35943191370929,521,7423,Зеленая,19.033403540970966,64,1.3329245517897725,Нет,50,7.7633229638895545,Есть,Нет,Есть,Нет,Не проводятся,Материальный ущерб,4697.25273754207,0.9306354198028124,Есть,Нет,Есть
37.667082447040954,-122.38405125819658,340,3223,Зеленая,27.016463304879608,54,2.0703047826635954,Нет,92,8.327328589418379,Нет,Нет,Есть,Нет,Проводятся,Потери людей,2050.246968930936,0.6010772508843611,Есть,Нет,Есть
37.5259543375716,-122.45698312030693,596,9369,Зеленая,26.954769880306678,77,6.303456586544845,Нет,4,3.2871309871521577,Нет,Нет,Есть,Да,Не проводятся,Потери людей,4234.485295436972,0.2884970399398,Есть,Нет,Есть
37.52734957217573,-122.4956175598405,301,8911,Промышленная,24.240246114961465,55,8.601838523748933,Да,60,2.4687042940732673,Нет,Нет,Нет,Да,Проводятся,Потери людей,2352.4422115683224,0.03495768102661534,Есть,Есть,Есть
37.68189761072161,-122.33731976553068,280,8818,Жилая,32.688958391537255,36,5.650062073017868,Да,25,7.846243400893999,Нет,Есть,Нет,Да,Проводятся,Потери людей,4832.973831558086,0.09215022582000587,Нет,Есть,Есть
37.55744082438036,-122.47761865793697,392,6805,Промышленная,21.801091661543772,65,5.678247104739967,Нет,15,2.2866178332583793,Есть,Есть,Есть,Нет,Проводятся,Нет потерь,3799.9053195053725,0.7994023173583513,Есть,Есть,Нет
37.57869779547757,-122.3146532124224,499,7603,Промышленная,32.80446897321008,36,0.3033926600199033,Да,87,5.4253600138605504,Есть,Нет,Есть,Нет,Проводятся,Нет потерь,4155.269926827925,0.3832355993791523,Есть,Нет,Нет
37.5687930312296,-122.47328285533781,318,7366,Зеленая,17.425591338292442,31,8.943365724171155,Да,75,2.035005942900452,Есть,Есть,Нет,Да,Не проводятся,Материальный ущерб,1121.3180631569112,0.3403345439366644,Есть,Нет,Нет
37.523118989773664,-122.33230437317032,862,5659,Промышленная,27.81641180802033,39,1.1147344508480117,Да,66,3.97290268816262,Есть,Есть,Есть,Нет,Проводятся,Нет потерь,4595.017096167627,0.9996151075339504,Есть,Есть,Нет
37.58540732901917,-122.44344370104204,404,9678,Зеленая,16.31771918121997,73,7.332941410733646,Да,67,5.201504605238233,Есть,Нет,Нет,Да,Проводятся,Нет потерь,2284.733332448918,0.45583132505328794,Нет,Есть,Есть
37.632844185877246,-122.32994517473416,318,8224,Зеленая,16.120926501707846,57,1.8808475591421836,Нет,82,3.543778156033963,Есть,Есть,Нет,Нет,Не проводятся,Материальный ущерб,2227.7118992181877,0.9153002573964717,Есть,Нет,Есть
37.577659247483595,-122.34895566887838,634,3367,Промышленная,15.83044365198865,68,8.609224240439385,Да,15,9.240467084037178,Нет,Есть,Есть,Нет,Проводятся,Потери людей,3946.076993980877,0.6828825318618533,Есть,Есть,Есть
37.54931459989575,-122.327831669459,142,9716,Промышленная,34.658149106569965,64,7.753742443625454,Нет,91,5.31589504235931,Есть,Есть,Есть,Нет,Проводятся,Потери людей,4345.17506599879,0.9897978932896844,Есть,Нет,Есть
37.69976928463391,-122.43095987849824,771,1622,Зеленая,17.944637439113592,53,2.833904048434653,Нет,34,6.449154212024116,Нет,Нет,Нет,Да,Не проводятся,Материальный ущерб,736.2322186697048,0.752811560967278,Есть,Нет,Нет
37.5218545915305,-122.4240339436739,954,9005,Промышленная,17.29364566131221,55,7.986593281457494,Да,23,9.745614131686088,Есть,Нет,Нет,Да,Не проводятся,Нет потерь,1508.0420296001053,0.5104819702147787,Есть,Нет,Нет
37.62142824162858,-122.4518227621433,783,7438,Жилая,15.421430458099364,80,8.477757123069036,Нет,66,4.93007657665868,Есть,Нет,Есть,Нет,Проводятся,Потери людей,4480.149749543394,0.8834036278892871,Нет,Есть,Есть
37.55371970393649,-122.3399002272538,714,5567,Промышленная,15.933274294056524,72,7.597633405820311,Нет,32,1.7145715949445255,Нет,Есть,Нет,Нет,Проводятся,Нет потерь,3885.2865826325738,0.7199337748359023,Есть,Есть,Нет
37.50881974653509,-122.48281147054716,582,6920,Промышленная,20.416638311884437,38,4.439777775219231,Нет,75,3.949389208157777,Есть,Нет,Нет,Да,Проводятся,Материальный ущерб,2397.6751669252026,0.9748260087285078,Есть,Есть,Есть
37.60567082228137,-122.43413089238064,961,8774,Жилая,15.685020405633525,47,6.9763166163439525,Нет,4,6.405585182735897,Нет,Нет,Есть,Нет,Не проводятся,Материальный ущерб,1361.2035158096464,0.20645155075923138,Нет,Нет,Нет
37.589833708884086,-122.44661944571881,168,8813,Жилая,22.31014473879923,41,4.678121688752511,Да,76,5.422464471281375,Нет,Нет,Есть,Да,Не проводятся,Нет потерь,3950.3258212508426,0.4846347275580909,Есть,Нет,Нет
37.53054709229407,-122.30416162613253,142,5292,Промышленная,34.41979401216787,69,6.9950844535796275,Нет,76,1.404248241632353,Есть,Нет,Есть,Да,Не проводятся,Материальный ущерб,2127.3845902304074,0.3540740307513217,Нет,Нет,Нет
37.55468938284667,-122.41646309884577,490,5622,Зеленая,24.115656324652093,46,7.97071194407518,Нет,28,9.294042374984041,Есть,Есть,Есть,Да,Проводятся,Потери людей,2922.684174108048,0.1938200536754331,Нет,Нет,Есть
37.52595569125987,-122.46574560424308,901,4285,Промышленная,31.94633844203001,45,1.1766721120875734,Нет,76,5.829558806273954,Есть,Нет,Есть,Да,Проводятся,Нет потерь,882.4544854416881,0.25651131237410174,Нет,Нет,Есть
37.660693043957934,-122.31108828587293,541,7611,Зеленая,24.80398887238572,30,0.37920957463256855,Да,60,3.439028282720453,Нет,Есть,Нет,Да,Проводятся,Материальный ущерб,1609.1243951586828,0.48623501157161897,Есть,Нет,Есть
37.599480230106224,-122.31359234588176,147,4481,Промышленная,32.49744537832147,80,4.332261725391548,Нет,94,9.59244552567287,Нет,Есть,Нет,Нет,Проводятся,Потери людей,1035.7157669140856,0.7690794644555841,Нет,Есть,Есть
37.654486503440474,-122.40755080898528,367,3362,Жилая,31.786345307126705,51,0.40919095319255194,Да,70,8.991244905303851,Есть,Нет,Есть,Да,Проводятся,Нет потерь,3578.2762199956705,0.38089997092848615,Есть,Есть,Есть
37.64434378988964,-122.42301913237527,223,9077,Зеленая,29.98909736387855,76,1.2772992306746889,Да,15,5.745584155803623,Нет,Есть,Есть,Да,Не проводятся,Материальный ущерб,3922.0398834120515,0.0520587803014646,Нет,Есть,Нет
37.59002996584397,-122.36658481302267,945,7107,Зеленая,24.001082336065025,72,9.099292812080623,Нет,20,8.335507439067616,Нет,Нет,Нет,Да,Проводятся,Материальный ущерб,4529.719149477582,0.8926189259045165,Нет,Есть,Нет
37.51928321151602,-122.33191424269495,131,8356,Промышленная,30.7620049713694,57,3.60674209701091,Нет,30,3.8615602153977084,Есть,Нет,Есть,Да,Не проводятся,Нет потерь,1090.7087119348826,0.5397655415341689,Есть,Нет,Нет
37.60851154721265,-122.3261255374181,883,6016,Промышленная,26.264373622140674,41,9.655484814784117,Да,42,6.883513357543858,Есть,Есть,Есть,Нет,Не проводятся,Материальный ущерб,3444.1357136045126,0.9307507364993235,Нет,Есть,Нет
37.53544691936464,-122.33392979630919,753,4038,Зеленая,19.506635603371635,69,3.7390569269458975,Нет,74,5.1605637612272535,Есть,Есть,Нет,Нет,Не проводятся,Материальный ущерб,1703.957608298213,0.7489692115987788,Есть,Нет,Нет
37.68572431897654,-122.38721142613382,163,2370,Промышленная,16.985278145177233,62,7.775110363026466,Да,34,2.771601344792547,Нет,Нет,Нет,Нет,Проводятся,Нет потерь,999.5736193567193,0.45492703593043815,Есть,Есть,Есть
37.5927855819454,-122.39689607418096,453,5829,Жилая,32.50020026376109,56,9.634072562220815,Да,22,9.24699648276545,Есть,Нет,Есть,Нет,Проводятся,Материальный ущерб,3404.301775334104,0.7487574123412521,Нет,Нет,Есть
37.5854561739437,-122.34137115714331,277,2082,Промышленная,22.78862364961124,63,5.65800968330824,Нет,29,5.8650085714945694,Есть,Нет,Нет,Да,Не проводятся,Потери людей,2325.4853933660743,0.1482436265796092,Нет,Нет,Есть
37.662589537486134,-122.33243183733022,108,8334,Промышленная,33.09184674960396,69,3.470604206997222,Да,61,5.450660778711257,Есть,Нет,Есть,Нет,Проводятся,Материальный ущерб,4376.577657167672,0.4476066753173691,Нет,Есть,Есть
37.62443130958133,-122.45413580095844,376,3475,Зеленая,22.455861420585315,41,6.566091385178145,Нет,0,9.631404181865225,Есть,Нет,Нет,Да,Проводятся,Нет потерь,1366.9309853105472,0.9125949447658992,Нет,Есть,Есть
37.671380253256714,-122.38381664068145,965,5146,Промышленная,28.788734235090722,80,4.2729585167216335,Нет,67,6.147368068203699,Есть,Есть,Нет,Да,Не проводятся,Материальный ущерб,3335.8918513955323,0.6595683726663413,Нет,Нет,Нет
37.511073933844735,-122.37752182959571,168,7318,Зеленая,20.111770547286355,69,1.9214940796943103,Да,34,5.653051370853909,Нет,Есть,Есть,Да,Не проводятся,Нет потерь,4158.103977827492,0.1799733372687019,Есть,Есть,Есть
37.68451121801939,-122.45159459915283,818,5737,Зеленая,23.025218434861205,70,5.894219878214296,Нет,18,4.947765509325842,Есть,Есть,Есть,Да,Не проводятся,Материальный ущерб,910.8963734186528,0.9201299868585034,Есть,Есть,Нет
37.53035617714802,-122.32197973348727,558,6458,Промышленная,24.80240603053425,59,0.7502082397830356,Нет,10,2.2917841814289925,Есть,Есть,Есть,Нет,Не проводятся,Потери людей,3042.4629875123323,0.195296606740623,Нет,Нет,Есть
37.620520578852656,-122.40671412024149,121,1863,Промышленная,32.51514102936842,58,7.059825691123304,Нет,21,1.6824678051459,Есть,Нет,Нет,Да,Не проводятся,Нет потерь,2829.00686916467,0.2037274960576232,Нет,Нет,Есть
37.69325118853809,-122.38365906257089,464,9006,Зеленая,25.102624342447868,31,8.329204619578904,Да,34,5.151052934344589,Есть,Есть,Есть,Нет,Проводятся,Материальный ущерб,4575.868438595799,0.5250247036389856,Есть,Есть,Нет
37.500625152480225,-122.3246475340099,408,1679,Зеленая,28.077627144045586,79,6.439424795445881,Да,72,5.884889103832865,Есть,Есть,Есть,Да,Проводятся,Потери людей,2675.290538843749,0.9755222596752838,Нет,Есть,Есть
37.510595389616704,-122.48791461311919,448,4223,Зеленая,19.044884515850033,46,3.4078717998298202,Нет,90,1.2438979516183597,Нет,Нет,Есть,Да,Проводятся,Нет потерь,3116.3149868936257,0.27009259755975557,Нет,Есть,Есть
37.68482285256865,-122.38180455330834,727,1797,Жилая,29.43687332678429,53,7.688077461867166,Нет,99,2.009904760018202,Есть,Нет,Есть,Нет,Не проводятся,Потери людей,4625.482639789817,0.1073733650604819,Есть,Есть,Нет
37.5582189585551,-122.49727644748434,878,3869,Промышленная,19.979056398393823,71,8.426887962551293,Да,29,5.162907237464541,Нет,Нет,Нет,Нет,Не проводятся,Потери людей,773.02668995627,0.28526371804688844,Нет,Нет,Есть
37.60515573971128,-122.3725896266154,167,6801,Жилая,29.050835493132368,49,9.10411973627819,Да,37,8.633827076057708,Нет,Нет,Есть,Да,Не проводятся,Потери людей,3345.766658003999,0.3631193121181251,Нет,Нет,Есть
37.69642494028809,-122.33158289391855,655,8928,Жилая,19.930333726408694,60,9.42900985987839,Да,14,3.4025280373349807,Есть,Нет,Есть,Да,Проводятся,Потери людей,3772.255585782655,0.17569195569939444,Есть,Нет,Нет
37.647412664453405,-122.30366960910908,585,3933,Зеленая,29.75399740156254,70,9.234550307190695,Нет,63,4.778182206616831,Нет,Нет,Есть,Нет,Не проводятся,Потери людей,4269.215059870297,0.29117900330617497,Нет,Есть,Есть
37.51192903190131,-122.4563187240141,811,4215,Промышленная,22.199002848623262,49,1.0695290667884838,Нет,15,4.511298475298249,Нет,Нет,Нет,Да,Проводятся,Материальный ущерб,3115.126792130245,0.6493155013585294,Есть,Есть,Нет
37.501999441164024,-122.372859808107,828,3146,Жилая,30.143364711656286,80,9.991467657002326,Да,71,2.4037412554765702,Есть,Есть,Есть,Да,Не проводятся,Потери людей,3857.3658770755105,0.23305542454981998,Есть,Есть,Есть
37.62894047406648,-122.30394140349534,208,1245,Промышленная,24.184114199624425,80,1.5335362789398188,Да,10,8.29559614257113,Нет,Есть,Есть,Да,Проводятся,Нет потерь,3030.6265127513025,0.2313965557865778,Нет,Нет,Есть
37.65359114069505,-122.48424588943884,775,1636,Промышленная,30.156994163019693,51,2.719120424540611,Да,61,6.81369232249063,Нет,Нет,Есть,Да,Не проводятся,Нет потерь,3291.42043526579,0.5863684605775625,Нет,Есть,Есть
37.60769447894525,-122.41750968689199,865,6101,Зеленая,34.96167458558023,31,4.395284747151035,Нет,89,9.784699433642446,Есть,Есть,Нет,Да,Не проводятся,Нет потерь,891.5752950290725,0.16001101319821753,Есть,Нет,Есть
37.661211323421696,-122.30208162068898,655,5238,Зеленая,26.292359803223356,47,0.9132580801471157,Да,41,8.505551858833979,Есть,Нет,Нет,Да,Не проводятся,Нет потерь,651.5692398057482,0.3572339121293422,Нет,Есть,Нет
37.67341164047802,-122.45688677646983,831,7348,Зеленая,23.040872087553808,35,4.403307116620708,Нет,98,5.074211103011231,Есть,Нет,Нет,Да,Не проводятся,Нет потерь,2749.92100030613,0.6352301498863451,Нет,Есть,Есть
37.66801744655442,-122.34085336478414,798,3291,Промышленная,28.43211259457025,51,8.134741299144373,Нет,72,1.6956040507490129,Нет,Есть,Нет,Да,Проводятся,Потери людей,711.2185234523802,0.3911479471383077,Есть,Есть,Есть
37.53510184853045,-122.33601451419892,779,6662,Зеленая,34.93612038990839,37,1.1353939400776158,Нет,66,1.638518957415367,Нет,Есть,Нет,Нет,Не проводятся,Материальный ущерб,2089.380655630214,0.2700461243514828,Нет,Нет,Есть
37.61755682774984,-122.42764697626639,905,2247,Зеленая,22.461926968370953,69,7.028631934441945,Да,53,2.3540560908632746,Нет,Нет,Нет,Да,Проводятся,Нет потерь,1231.272146342738,0.9875068101609358,Нет,Есть,Есть
37.663766265481044,-122.44380321005602,771,6891,Жилая,34.635507587439136,49,5.324275293322178,Да,39,7.509386341654997,Есть,Нет,Есть,Да,Проводятся,Нет потерь,1463.378626733826,0.9547722856490898,Есть,Нет,Есть
37.64711784971086,-122.46697897067425,992,1785,Жилая,22.724708739048484,33,4.128693441994404,Да,14,2.6695696106432854,Есть,Есть,Есть,Нет,Проводятся,Материальный ущерб,838.1294999275369,0.9573168335079151,Есть,Нет,Нет
37.620124128351435,-122.3681209986821,337,6815,Зеленая,27.37497187979504,37,8.319266568726444,Нет,4,9.567757515314309,Есть,Есть,Есть,Да,Не проводятся,Нет потерь,4135.751966353986,0.3964650640832026,Есть,Нет,Есть
37.66669224813126,-122.31150282632173,891,4251,Жилая,25.046705192863442,49,3.436758088497113,Да,75,9.766775206427717,Нет,Есть,Есть,Нет,Не проводятся,Потери людей,657.7210102163951,0.8243027598709723,Нет,Есть,Есть
37.69707852166813,-122.33291692869602,305,4468,Жилая,31.75899473400467,39,6.321760793117831,Да,91,5.074105495253848,Нет,Есть,Нет,Да,Не проводятся,Потери людей,3245.8392236947725,0.39214607521533507,Нет,Нет,Нет
37.56427976266461,-122.38446164764103,466,1340,Промышленная,15.244019485137885,34,7.19596093889378,Нет,20,2.5186845704123098,Нет,Нет,Нет,Нет,Проводятся,Потери людей,2945.068850195597,0.5923764662297548,Нет,Нет,Нет
37.68128004634778,-122.40616181762975,945,5020,Промышленная,25.58515064897532,62,9.12916902599419,Нет,8,2.526168653464997,Нет,Есть,Есть,Нет,Не проводятся,Нет потерь,4662.325465089818,0.777188256826969,Есть,Нет,Есть
37.6100460897478,-122.48164005799781,274,8047,Зеленая,28.119334959897763,39,8.748652019484854,Нет,34,5.167934338303346,Есть,Нет,Нет,Да,Не проводятся,Потери людей,4159.7871023836815,0.41126634031912057,Есть,Есть,Есть
37.644954166765096,-122.3345082524679,415,2431,Зеленая,20.33767071603185,67,8.804087906714605,Нет,93,1.2466272810033203,Есть,Нет,Нет,Нет,Проводятся,Материальный ущерб,1799.2596893851078,0.694733558859,Нет,Есть,Нет
37.61219012607672,-122.44169158847377,672,7904,Промышленная,23.723930973342206,53,4.401151909361322,Нет,6,3.30070412914914,Есть,Нет,Нет,Да,Проводятся,Потери людей,2229.9489090423695,0.8423072872189579,Нет,Нет,Нет
37.51263936578692,-122.44971794702636,208,5535,Зеленая,29.337402701962574,76,4.898765630374306,Нет,68,2.500185530979567,Нет,Есть,Есть,Да,Проводятся,Нет потерь,4235.208560576044,0.2126290344498235,Нет,Нет,Есть
37.55559683215097,-122.3554739550096,389,5895,Промышленная,34.76862705938687,55,8.765909571622453,Нет,17,8.421703683084782,Есть,Есть,Есть,Нет,Проводятся,Потери людей,3375.9475526954307,0.1575065296279885,Есть,Нет,Нет
37.554268586136104,-122.35504595946014,384,2927,Жилая,16.994496903128148,69,1.386201467664907,Нет,77,7.9782942594901485,Есть,Есть,Нет,Да,Не проводятся,Материальный ущерб,1320.1754901385277,0.5136541247977402,Есть,Нет,Есть
37.654208179521824,-122.49565960597249,337,5621,Зеленая,31.11861103991377,72,0.7800453687537612,Да,75,9.777944416102384,Нет,Есть,Нет,Нет,Не проводятся,Потери людей,4911.043898108396,0.22208791542489026,Есть,Нет,Нет
37.5155954067861,-122.40647029827704,187,2749,Жилая,32.75329013272402,57,6.087512950205655,Нет,44,1.250772000715987,Нет,Нет,Нет,Да,Проводятся,Потери людей,2894.7536888275386,0.6026106596509315,Есть,Нет,Нет
37.66902013543017,-122.42288302731704,906,1244,Зеленая,33.44427467989358,32,4.5802803130714675,Нет,6,2.2849269191008337,Есть,Нет,Нет,Нет,Проводятся,Материальный ущерб,4078.2712099191954,0.741100816940037,Нет,Есть,Нет
37.67623163934464,-122.47717832303917,853,8897,Жилая,20.51519705165086,39,9.710842675056254,Нет,7,3.1883081397526074,Нет,Нет,Нет,Нет,Проводятся,Потери людей,1147.955258641648,0.9263372191650612,Есть,Есть,Нет
37.68510918445626,-122.38666956451085,911,7897,Промышленная,27.17902971701128,58,0.6102224276607382,Да,6,9.017351758906964,Нет,Есть,Есть,Нет,Проводятся,Материальный ущерб,1423.1583625081162,0.2192772311832728,Нет,Есть,Нет
37.681484956669145,-122.31412905156006,198,6308,Зеленая,17.59760984476061,75,3.6014242152247613,Нет,87,5.619617294208058,Есть,Есть,Есть,Нет,Не проводятся,Нет потерь,2856.2067306604513,0.7563070582051424,Нет,Есть,Есть
37.620447951631895,-122.44902383749998,487,4904,Жилая,27.67221121041161,67,7.019883223422626,Да,76,8.355136380719264,Нет,Нет,Нет,Да,Не проводятся,Нет потерь,3423.7257784910566,0.8512079751183388,Нет,Есть,Нет
37.58841695064034,-122.37468928701814,645,4233,Жилая,15.817285698576242,46,7.630029518570264,Да,5,2.0328337113093946,Нет,Нет,Нет,Нет,Не проводятся,Нет потерь,3961.2717776997206,0.9995944969530273,Есть,Нет,Нет
37.62377224862377,-122.38165386598081,607,5756,Зеленая,22.74983663991713,64,5.9321817880760275,Да,74,2.257176930161931,Есть,Нет,Нет,Да,Не проводятся,Нет потерь,4420.264120030197,0.8280784800501894,Нет,Нет,Есть
37.548350623677266,-122.41762509694382,318,5337,Жилая,20.105444613805975,51,9.923406039868365,Нет,5,1.1765068740041262,Есть,Нет,Нет,Нет,Не проводятся,Нет потерь,3538.711067622228,0.39564614922277663,Есть,Есть,Нет
37.57105135037574,-122.368682698854,319,2047,Промышленная,32.714593816277784,33,7.461555577807431,Нет,57,8.698286437750072,Есть,Есть,Есть,Да,Проводятся,Материальный ущерб,2235.5694359768613,0.7169933242881392,Нет,Есть,Есть
37.67849553066479,-122.37830629310399,514,2424,Промышленная,22.681201232713992,79,7.886828860964354,Нет,74,9.67094774964576,Нет,Есть,Нет,Да,Не проводятся,Материальный ущерб,2651.2125429518824,0.34221354791990655,Нет,Есть,Нет
37.57889417644687,-122.38233698515474,908,2383,Промышленная,28.82597157438216,80,7.114109380071893,Да,93,7.768144436025088,Есть,Есть,Есть,Нет,Не проводятся,Нет потерь,3179.2152487604485,0.035953035744561324,Есть,Нет,Нет
37.518784759963616,-122.46058420936004,743,2788,Промышленная,34.102275561014,72,3.770835885813413,Нет,62,5.530007064120102,Нет,Нет,Есть,Нет,Не проводятся,Потери людей,1842.919536167928,0.00039629020931919445,Есть,Есть,Нет
37.59602335749162,-122.30289099550345,618,2193,Жилая,32.491917092403774,66,9.324250782746168,Да,15,4.6217337413213055,Есть,Есть,Нет,Нет,Проводятся,Потери людей,967.9642627031176,0.8822816063994103,Нет,Нет,Нет
37.68919665437309,-122.30093179474409,486,2571,Зеленая,33.69052636530319,56,3.508251439791965,Нет,96,4.526999262255875,Нет,Нет,Нет,Да,Не проводятся,Нет потерь,1028.2665638445578,0.5978973920443221,Есть,Нет,Есть
37.53891817170021,-122.3214931654472,224,3038,Жилая,31.253677930690934,71,9.746158661598841,Нет,16,4.994673028420193,Нет,Нет,Нет,Нет,Проводятся,Потери людей,1418.2622285900366,0.6484804336527215,Есть,Есть,Есть
37.68742655680809,-122.30704511639463,318,1403,Промышленная,21.700904717627548,64,5.443310222351615,Да,54,7.2902745049284015,Нет,Нет,Нет,Нет,Не проводятся,Материальный ущерб,3222.130305899313,0.5928046191826302,Есть,Есть,Нет
37.6900928056312,-122.4417457078777,987,6031,Жилая,15.975594384564452,73,4.696847055232027,Нет,88,5.829853658715869,Есть,Нет,Есть,Да,Не проводятся,Нет потерь,2819.7732083757173,0.002329495824700989,Нет,Есть,Есть
37.66270485889597,-122.34264044201355,622,2201,Жилая,19.510428994570688,50,5.160420138520632,Да,72,9.529782183285114,Есть,Есть,Есть,Да,Проводятся,Потери людей,1267.9054175242813,0.3079390521416474,Есть,Есть,Нет
37.63109633168504,-122.3427642002765,579,7815,Жилая,25.942446390843877,78,3.4335925654771184,Да,66,2.1498724148521715,Нет,Есть,Есть,Нет,Не проводятся,Нет потерь,1401.8960282567655,0.524954296103175,Есть,Есть,Нет
